,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
49,4.799713754822218,4.586154206073253,4.699299856361301,4.434417692146728,5.048002548950263,4.952188614426547,3.874418243996889,4.796834117013676,4.628674103417864,4.960441334349014,4.098822540677793,3.791045234873021,4.993445987377019,4.449273643433514,3.546561746659247,4.265143796134371,3.0303398447803715,3.445977580083907,4.427016095376305,4.3687771483549716,5.042045391637107,4.748609887456129,3.569897904702034,4.922288638234074,3.907405682429717,4.251185937316004,4.212705050874083,4.265396955203741,3.022642280927101,3.8250936787492473,3.529422768342949,4.993004418611145,4.9847085093727115,4.995168421726675
50,4.388283073124531,4.748452363625795,5.247474537024797,4.019651444562628,5.081006897566337,4.4553500657967815,3.101639544614287,4.651884326124412,4.982453773161048,4.985585108246952,3.949825941133174,4.076445848416651,4.979422418504967,4.422221568931112,4.286245814758192,3.7475665290059226,2.700676007920408,4.0313816735085055,4.320268795757619,3.788271019446734,5.306285943696449,3.0400576851194137,3.0909675501415554,4.394670857586851,4.976346140834579,4.909393101495025,4.97501458950452,4.698942461407528,3.44083306266989,4.13597754893496,2.0794417407577606,2.647667544826391,3.6358521004804576,4.344691722399792
51,4.326719263905508,3.8705004341023495,4.206948152978887,3.5272062050291506,4.304774352024082,4.268300802947945,2.6512882666161324,4.1823827385879335,4.020372583376075,3.964621678756224,3.4210316328557058,3.72116409010485,4.965952722508724,4.007071224338847,3.3170020896617745,4.1302510092661295,2.2159032705705064,3.3029877363033138,4.118755924624557,3.3682544210547065,4.119676304594453,3.99196401457405,3.453273587842751,3.929641011565388,3.9793179669288135,3.983246357813168,3.0319196362691305,3.9876281951349712,3.6374629318593534,3.4209352892100697,3.1335853572952765,3.372462578748305,3.6860367064996407,4.706762585821858
52,3.94235119125139,4.128384809860727,3.9090128519809406,2.8548453227280857,4.818033262916133,3.9177968643325434,3.423846157445814,3.820659887412618,3.9970194183495047,4.949222408294686,2.83128837087405,3.5896305834010205,3.014896269043622,3.3670947977224617,4.096315956505161,2.951349103035031,2.438782215457565,3.357746869126183,2.6110356038357643,4.5383114123711366,5.032259423534085,3.9411002503628962,2.533593218127442,4.457876466202476,3.6297056416355287,3.4629322590645364,4.965478829877836,3.0357250944827,2.8047027893575986,4.993620007247386,2.628473843956577,3.9993513723638,4.987278210986594,2.181848025369614
53,4.77312880452361,4.97634487853859,5.031662634262572,4.279227044723298,5.0052065286825815,4.657296891642803,3.682405909397104,4.832221501519869,4.937895167571897,4.98966173240015,4.3897684266189305,4.132514818074204,4.99920942831934,4.365868221885997,3.7772182527774802,4.638622572886766,2.815484866658711,3.44835978894936,4.306295116649178,3.8773528077035473,4.999006232753023,4.136385982226495,3.988619285448771,4.811778898080843,4.423234592673493,4.955686107119009,4.491152766017429,4.988947053452876,3.6307632940799244,4.027584857539828,2.006582748867262,3.718400149695117,3.7822513268053837,4.9961631884997235
54,5.1272667309380235,4.811866157528736,4.970304101829155,3.7435159483814537,5.027724875394491,4.875905265368548,3.4185258199034987,4.772327470062456,4.982198700384462,5.0048501936088305,4.226802763075244,4.949834117080296,5.206248957883814,5.3031760806312755,4.003442893018557,4.997485610443061,3.0060575643787466,4.208076253333857,4.324069248107291,4.323163174444425,4.778859122995482,4.993218866241417,3.994250599151533,5.032531910729174,4.806877705266234,4.8308765007685786,4.441283704927085,4.97963528526763,4.573920585910823,4.14921529183474,3.4270231982281807,3.705707284475846,4.672905391404328,4.677855191843005
55,3.2631376813470565,3.48010536184994,2.9544969065660225,2.0731982796564044,3.7675015030569434,3.4647712888857023,2.7807671563556307,2.9877804443368046,3.065933698196208,3.9864509502444867,2.638800416935891,3.3432224900201284,3.133207019340041,3.7242586808075253,3.0022197281987784,2.839878081989194,1.4469094358445667,3.1656740005082487,2.02989381547075,4.980037923404051,4.984690420138458,3.986904614521477,2.5068919194015415,3.7086105331327084,2.9018736584947633,2.8431841417109935,3.589822079182577,2.521687064529095,2.4802006307577384,3.998316992546685,3.9844920852008694,4.081561958553954,3.329230565636713,2.720978030593674
56,4.780758377962434,4.7512056819854065,4.604346394166727,3.428314264311704,5.084542528402719,4.822625065564999,3.316439923161065,4.536186242073504,4.930754935360703,5.113113859906178,3.660039057311848,4.948786109353673,4.872654689466492,4.990470128957178,4.6803186166533735,4.029012821384633,2.8708804848437373,4.985581930973437,3.832269500466884,4.877864981826042,5.003111873670476,4.785462749740297,3.120554916058316,4.979365987918594,4.900092079288964,4.517888365459164,4.992974123976986,4.4161020030334015,4.300576517283083,4.653261233261783,3.6712710688508596,3.496134563419103,4.601852513813293,3.7132999783147795
57,2.5889573837524362,3.75064840083733,2.7077020081001404,1.9882802192624018,3.413606147004537,3.0786155546798715,2.5568684782941844,2.7977082066442502,2.9517313937061536,3.6578524801768175,2.274129645523621,2.6712988003043754,3.237412214412565,2.0139830963860113,3.6437237006404306,2.0445052403326933,1.039242445289121,2.517963564114037,2.3238289967093593,4.9869780034907505,4.962055442838702,2.546895446944598,2.9978619799501667,3.0740503827973717,2.6565162570056446,3.0169545063285623,3.538255071185407,2.2545197683256037,2.0780274673131536,4.9726192075126034,2.4798845860479934,3.6229949334752556,1.024310661500237,3.064904472909752
58,3.848427308944617,4.098901665693738,4.009558473753399,3.0288432899355264,3.792509724615474,4.2294083087376855,2.69010399300334,3.951751315846639,3.8520592698231537,3.9403964194906944,3.6115869373547533,3.8741601778126276,4.8245046440223405,4.96763378635078,3.12866739623423,4.058261175513419,3.009293589966582,3.3886558571871697,4.199966332120807,4.984253683075099,5.041657202982803,4.182923797699042,4.176547607187727,3.8875344546964614,3.686968078387971,3.8027796379616055,3.7113213918243586,3.801700453808669,3.9893223216706626,3.322318877240535,4.313862597696217,4.988231190489159,3.0189482419966813,4.992123232107229
59,4.625809011375032,4.586294039253839,4.1974118283528465,3.036571293865528,4.774732574824116,4.706746525253785,2.8358754295885995,4.411317195290199,4.265765642929578,4.6407427900768345,3.7047443939410845,4.4574062698205115,4.937544199893301,4.989813045639106,3.830511807021899,4.974001786955398,2.9054065443751393,3.897166627760586,4.421401226527506,4.020555641516921,4.999204889999233,4.948286933263836,4.1354438125692585,4.426747236259444,4.518847922029053,4.287739285267351,3.891681886734184,3.906960367166247,4.46126390853267,4.971217796809897,4.983051392250278,4.9894012560358085,4.936382925977268,5.000444609225956
60,3.7409739884024282,3.2387091136069817,3.811953468138643,2.9256256008705086,4.098907843944749,3.740644236805495,2.868330110243207,3.4060737981525318,3.458378591876773,3.972067444015857,3.4144646320942975,3.294789396871752,3.8615851117449895,4.98332559074384,1.905878188142438,3.8335676542810067,2.280459573885438,2.7963206724479686,3.7257440692476496,3.480389920684947,4.548556692619399,3.736343212582917,2.5745151108490854,3.8398424885459144,3.338028736471567,3.2364265181330754,2.871461713591452,3.348810403815724,2.028273954337325,2.6907964104601847,4.978652255466045,4.002129951888972,4.972273026230523,4.98104122582946
61,2.8563225246071253,2.4732534812242712,3.0403460569816687,1.8267075002600721,2.810682822176557,2.626160614820593,1.2677712076045338,2.4889584322319287,2.522834968047015,2.7528715247231177,2.8205679125393717,2.961083952315363,3.0662289216938214,4.963053389855217,1.1944077644786595,3.054388540013203,1.319383059753073,2.9396160713332065,2.419570641146948,2.402141464981656,3.981100299309568,2.5669420373957563,1.5158377428510807,2.5317215558543538,3.3840303559242066,2.750783580124861,2.4079832187951107,2.807575285932465,2.1650489907748582,1.0148107573750853,3.9812440999166903,2.016780600611068,2.987361071412622,3.0029029845313393
62,4.4359020419927795,3.866542899730033,4.33131470997739,2.8764463739354644,4.374108355770368,4.554189854247077,2.441093425467253,4.244579489640313,4.017906773267343,4.25233078953697,3.0797376234261304,4.309936482013942,4.757203993203519,4.989673317759586,3.812424360121951,4.195076042587615,3.5852860252079,3.7310178240028375,4.489894627985492,4.98947052128657,4.626949366368011,4.791209915860857,4.160792818800029,4.074422635520176,4.076331488955059,3.601198601436079,3.8021182985144795,3.5832232121836527,4.979126189577557,4.17731155329728,4.987887614615159,4.995515039554908,4.9904625768874755,4.193151962580149
63,4.353950407449163,4.240993690488809,4.381982678790272,3.667578578322678,4.181376656822999,4.098080886711424,3.532941905162292,4.389987202650624,4.073507683435801,4.0815571482475175,4.228908359909546,3.708904199881151,4.515901983009366,4.965212254349673,2.5674485187184857,4.971551327100912,2.58600847663172,2.7029246069708233,3.6996603881823984,2.9711939783185617,5.1294616362490855,4.464583470957474,4.02398642117173,4.652983128009101,4.006369494780147,4.198151650610107,3.953186256307952,4.369903943228617,3.685297480510081,2.002351109876379,2.0231249350271323,4.978952793250171,4.005821269580838,4.999854163079127
64,4.589629715522146,3.532257572730437,3.922239190888835,3.476715268193555,3.9062236931046876,3.8663437755723566,3.2178805992471236,4.148376621980729,3.6094314660970808,3.5887206508967493,3.811455931775345,3.5644744216975655,4.013570637126129,4.771562030138701,1.970491655969005,4.9615801172941145,2.258512231859099,2.501323765566773,3.2075863283565624,2.012559161347096,3.9983637053967143,4.965200014630034,3.3489486347169364,4.529698428885219,3.7056657413070666,3.5815358307543073,3.1145259997830417,3.9756851692636994,3.5749193095885445,1.0279709033192554,2.0069243200910227,4.458695232065197,4.987649992277049,4.0021007545823
65,2.3844428738500025,2.26327301253687,2.6325315829019176,2.5209941736869945,2.5402854988582493,2.6300906991902533,1.7185853478099653,2.8289674796100446,2.3209515099847797,2.3129363244958796,2.1221054095343566,1.7839281133970848,2.540125114008096,2.923143807913433,1.5159944363081657,2.549576161908093,2.9684075138360626,1.8417245856576638,2.857557017716357,2.0106050474922044,2.983313011565652,2.630366096787263,2.374398209216291,2.3742187718279637,2.162320682704446,2.0827908389123273,2.3329552789631323,2.297447129739864,2.5529540476960735,1.0126454781448597,1.824131504876791,3.984419146528521,2.9978682350845864,3.1555193614362778
66,2.9880513579910604,3.1590765672654046,3.5483230254866767,3.117362699819672,3.2957333104577815,3.6714636597018817,2.450273907845724,3.333989858624035,3.4548006757876912,3.5540740694305155,2.618881135148981,2.7601914966823564,3.5584327599175127,3.1163950679667174,2.803113056226441,2.557593426975336,3.970149734572451,2.491283901271906,4.001959646728858,4.969905739325525,3.006512184961178,3.1864387628851203,3.468228115239102,2.9946438932749104,2.0535695720552396,2.8001523245051185,3.0235866199716224,3.2142037488847723,3.0084777979432182,3.563051079184508,3.294483984947693,3.928762352714526,2.957654131835514,3.9863950329310978
67,3.5376572275338076,2.8902798719487794,3.1270627438898506,2.436708940133342,3.883383987174498,3.103798303071924,3.230891754200288,3.26745606272696,2.7575057198015296,3.3729960179862584,2.7163651573695873,2.6044745948821904,3.143038752555245,3.6189479418318022,2.0297547297421854,3.717839145645874,1.0193763596510417,1.7260277802148942,2.5118788131352874,2.0161434209732763,4.985489501817325,3.78213713573606,2.5644368406746096,4.088229966605595,3.2348338156534506,2.6710430383434027,2.895257255100195,2.3686309052385663,2.009798253282463,1.9261978748194308,2.5225457281012638,4.975455044098253,4.965328615204038,3.991214215766307
68,2.29025404135386,2.501116689360531,1.9792165811031144,0.8322111125498676,2.3783394612325575,2.353549724161912,2.0148097395721454,1.845662665017253,2.043682134668449,2.8576384463859577,1.1675191088815193,2.259062621973636,2.1092676827616206,1.0031097769165835,3.174097333993112,1.3095954521780058,1.0123123213653251,1.0178228902653907,1.842800980779919,4.971928791727072,2.790892001986575,2.4537448097729038,2.9424878943535053,2.457762254530606,1.2843792707288806,1.6513478874968486,2.6259228454498786,1.0651670159310342,1.9042290988612522,4.963365627975802,2.6774060656616516,2.992860566550462,1.9004333174154275,1.0123189112955817
69,3.713665901731014,3.873508865981713,3.8225490882389126,3.452663724656701,4.017633432051209,4.447443409903856,1.5633927135174486,4.1166076913982375,4.110318963884368,4.17831024022149,2.518997707338081,3.707246528705907,3.69941490548118,3.755537810307604,4.217159265612157,2.5231386595082794,4.96151923268863,4.96511743562386,3.9919468850283453,4.982797350687217,2.9997713070907768,4.001907539773107,2.589237005767371,3.058686105506176,3.4982555873499583,3.345169113089495,4.26570488077664,3.5107090933482246,4.656060092282823,4.403751851352578,3.7997678579080363,3.303458560650179,3.9180464470467182,2.0249157902974315
70,4.05972718884926,4.4929277934240766,3.8509109507367456,3.3467500718528354,4.203075381001322,4.5367310912567635,2.295318972046304,4.260608585380583,4.212309877140559,4.05473408265944,3.218450568060911,3.8398867720687226,5.188302235860794,3.6082511741551357,4.286920492201082,3.795628695967779,3.01558268024157,3.9785317433172915,4.955303649014133,4.013452541383775,4.004457969865043,3.796619530448165,3.8822648972173712,3.647809423967221,4.190402179231943,4.185518083314506,3.531724150318563,3.7379927579245864,4.046919649029065,4.973623255997975,3.9982737944384863,3.990107644527961,3.013362304463222,4.995135068205653
71,4.260380325210779,4.048057916944603,4.1695073384814005,3.10617174228575,4.4490092564076615,3.9433917219167407,2.362100559745749,4.138827789094847,4.044774605007341,4.016316742325183,3.346180856694855,3.952091323981607,4.458709056110149,4.526689723869779,3.5066382768223274,4.028538766714648,2.0006465931870876,3.998854442349772,3.709667308817667,2.630858678681284,4.8493374499577,3.6101972126437367,2.748528271360759,3.993500813464403,4.943917684299062,4.184674807229555,3.8368612392492265,3.903512135460578,3.76659698821238,3.0034710791377273,2.714017977711677,3.000026596278648,3.878628159938943,3.9951086316252673
72,2.475069849538128,2.9409218325328013,2.889835518500141,2.3602448568974355,3.2788142717050075,3.279204587973556,1.7200243170504572,2.938440899369641,3.2063917936161563,3.473045328726365,1.6975710685435796,2.6968255021207455,2.5591424139672703,1.9950638188897085,3.512332443640722,2.074238870680064,3.9558319633750774,3.000643181503773,3.018662391325506,3.9995073569290476,2.0041080730580108,2.8898420627254233,2.6697884004853294,2.4058862724806587,2.0308181734974644,2.5121974436032204,3.0916868464082876,2.6288104870360227,3.534517010073394,4.963162024332181,2.557726581634474,2.7432788925047165,3.1140441800302026,2.273383420392558
73,1.3408161542856423,1.8399401731377365,1.215223886395445,1.1209272524963736,1.51855237347752,1.7163174095667317,0.8843697785772626,1.5106651128020299,1.2267725887685028,1.5325399473205903,1.5628041118851803,1.2723694500884482,1.9316518951204864,2.3410057668196216,0.9146322468575685,1.5990720373459568,0.9871333394672118,1.6086221116049102,1.7609314692227946,2.0142344496046767,2.976184027933716,1.6401592267597278,1.4332354725468843,1.3671882494733711,1.6200148603197893,1.4626727035321583,1.4359097562494587,1.0870330651900855,1.0087737915161366,1.300042256378885,2.9768344078799887,2.989574529511906,1.0167604048036265,2.5404328444318467
74,3.383850247597713,3.5197954162357923,2.89225999004182,2.225637620674407,3.2852696443887166,3.4125671429049143,2.9938019548643524,3.0646048196806612,2.8550961702874047,3.4562115755270537,2.7019102837461544,2.8767986936045093,3.7789062645697853,3.11073040702735,2.9327691324835867,2.7648544724368547,1.0318617349686614,1.9933820395842912,2.9826990774407514,4.97162876105835,4.994663367626126,3.6096738656535297,3.4269114175060436,3.7405311199747984,2.700157094863146,2.7602109882226524,3.224230712404786,2.213533065584987,2.008723097601822,3.453453140459386,3.6467724978848977,4.978721134148762,2.549695106585693,3.5727539819981016
75,4.200320160461347,3.7302184967764385,4.037741715251112,2.8514475523522185,3.8586874068954558,4.443564266847234,1.9215471826965658,4.1255083612637575,3.766464257313892,3.787244348675908,2.7789446055911373,3.9127616336366304,4.752743843437793,4.355934382652892,3.813612618807779,3.7526687223939197,3.994832409082245,3.4239599176833413,4.979604842868241,4.993156594513103,3.8854278796888533,4.3744013078021435,4.3766310379443825,3.4996259643297782,3.701583495549385,3.343716161251432,3.448934608295769,3.261155493036605,4.9805150944419365,4.181923072766405,4.984554059865019,4.9930578246835084,4.308638550040674,4.006581350341113
76,3.1779564485684126,2.8303871747080027,3.7786387048557515,3.3496795852965517,3.483034868787864,3.5890304065411263,2.2651625925530126,3.59832833064244,3.4122484580483814,3.2122246805578096,2.8584241328073716,2.725359358183652,3.7726330190983117,3.953964407367777,2.084801273534185,3.4757404521779867,3.9705074254344686,2.5633357862765624,4.246244566716575,2.9031615977826615,3.112886659729712,3.2652216500295244,3.18969901086861,3.066773038450204,2.7705396487552214,2.967799164059174,2.5482827097146026,3.5486647974294483,3.35835235010752,2.012145096280067,2.9952123680402902,3.9998832231401438,3.988670479138637,4.976682731044803
77,3.7114077233537643,3.176596355771414,4.036241706422833,2.8163145597118344,3.216576769981128,3.6421902920084763,2.6465562883426395,3.4904372477065224,3.22082051284211,3.3104668673486786,3.0019061103001268,2.859264838243111,4.4128402065534935,3.659626324764284,2.4291882837351033,3.3764186997780126,2.9986178081844614,1.030227011684234,4.96628789837591,4.97829592618367,3.9910230684143664,3.1749096175404783,4.797411000712024,3.379973523726464,2.4902936216315728,2.928494022292658,2.655300340964916,3.024451056465334,2.93882099880565,3.006213116472668,3.9905114181214647,5.000494563600423,3.2939225718416494,4.990103839436028
78,2.707782004972689,2.53642203669487,2.826128812142451,1.7582269233958938,3.013392035405626,2.446221334644152,1.9024886140652841,2.740243856404666,2.4683176463245644,2.631703826432609,1.9750716107588848,2.504035087936604,2.838529706716088,2.711289855273425,2.484428891839106,2.8084186916067084,1.0093170892669479,2.004169914354695,1.9677926587903343,2.0059986282283355,3.9694254696550417,2.542774460298231,2.4416082255270504,2.8553227164345647,3.1082409731621756,2.5695052825680302,2.6891506189926555,2.3167214304416124,2.9706158480982454,2.05547931585015,1.0096995276597487,2.880896035398433,2.5383375490903552,2.6149770804802572
79,3.9403546716889926,3.9552283217373185,4.49715694293239,3.86578201022858,4.079758787949383,4.2604697293471565,2.7124885938731924,4.126185868807619,4.143491177056831,4.220973673899429,3.417076236988582,3.219356104052539,4.401318835658002,3.8561085516790157,3.1754203189500148,3.1502190403911534,3.9758790976267346,2.839474647630394,4.96506792417298,4.98277237518752,3.987232789747344,3.2624362121547628,3.7529712664012536,3.581348273281934,3.158713499006069,3.6980204671002173,3.687925419692982,3.89752703595838,3.0197432889015605,3.7125660143798846,3.599206853551147,4.007877604920155,3.5392001159328745,4.548744293449507
80,3.6726701523380583,2.54143069365888,4.095731070877771,3.2975971745821906,3.2155582434322585,3.5105401404865755,2.127099136731347,4.067431409554011,3.2760820664604244,2.711658572349502,2.269656444953113,2.462234819937478,3.668655324206562,2.785262638747042,2.6530892607789163,3.834143880137603,4.96742829814422,1.0269593508440618,4.973866232496985,2.020962657567741,2.0032160616472328,3.4583315133766597,4.706713132351736,3.105197000028074,2.593408433911998,2.6201084689103715,2.6022997610176795,3.1971992145748476,4.973338876919767,1.9159325225812742,1.0184129987927162,4.979508299995608,4.983615369638041,4.000713321400742
81,4.161136344970293,3.1930739115373616,4.370347339548691,2.52395090943184,4.427963403584743,3.9652624468371402,1.9024803433500423,3.8051053464490474,4.03363946794142,4.13572970635526,2.3355166440199344,4.325326029046407,3.987246644126262,4.094101706759645,4.112106541425267,3.438041160932238,3.0091335541128403,3.9901510276545733,3.487583373897836,3.978344222552097,3.325892190065879,3.898031301992298,2.8769265126924126,3.6133523619050676,4.142558965325346,3.444094687964471,3.5555175715396707,3.6504997425912924,4.965730481466112,4.3079951877058065,3.281839588510055,2.027262092296381,4.972423004897517,2.5374761571366617
82,3.952108188313593,4.143657444143635,3.769660017585285,3.309042019201044,4.41743353543841,3.989355055365343,2.801772198527927,4.026540986233211,3.913240264738012,4.177906245993833,3.449353504229175,3.633434509646537,4.068824126407113,4.234832904908204,3.2486885258283946,3.8696349142482203,2.000005808493941,3.984345190793916,3.0309876814115517,3.0102214758113983,4.979567069267351,3.9856433566493314,2.516515859418027,4.076815891620593,4.257340042254957,3.9848518189618862,3.8902148900163085,3.761502912775687,3.201399986652435,3.158230677108384,2.640377758603149,3.6172578667702675,3.64870446109399,3.8961796262524278
83,3.8660910278601475,4.24615060537754,3.5510787907755588,3.3208648579706996,4.428280002884531,4.599930379115117,2.455162123423263,4.1999385114699095,3.992986230296509,4.180581591166695,3.3076547470576814,3.9323974813660514,4.721533253668599,4.894059976641088,3.6127241525999514,3.978009092041135,3.1453171442369836,4.962370734862539,4.003193280658617,4.0071876776646445,4.999962972986458,4.672767356902906,2.9209163060777876,3.9133098136351325,4.300922149776717,3.847442498551956,3.7348122741494585,3.608007090871518,4.001122152839256,3.841440066972466,4.984774230801728,4.981993592296831,4.000518049300505,4.988291721628048
84,3.35016890400355,2.7702729870848146,3.031705371748991,2.0461309225433713,3.1138659941857734,3.8093526778686773,0.86462033978061,3.2419491528790396,3.168156524349265,3.0124346066525414,1.822726040080157,3.6932812219906115,3.872581954818478,3.781033932501062,3.5145955033608405,2.9860378573553192,3.8139388425301117,3.980814697298874,3.997411943597788,3.9895422076442664,2.0261629933466745,3.9759950578899934,3.0163749415586225,2.506125775333352,3.1691535999857896,2.5879032608010957,2.521102429390902,2.7074285008121315,4.973337169798538,3.9623003889798944,4.978702718962493,3.1188326920839664,3.9911937860432185,2.734154624018149
85,3.4512894902340174,3.2567762442368657,3.4274831141454585,2.756816160700327,3.158028385264666,3.65093132914135,2.5507163667481123,3.4188951618583974,3.1221062458144786,3.3091196320587604,2.67390581247131,2.8548533069384967,3.901993153114088,3.3603220952157113,2.8105569947990703,2.8830142194188286,2.956219848401465,2.001749817215327,3.982493534962475,4.971019955017056,3.908711877389534,3.5995391451871566,3.937879395596189,3.366987983104859,2.468603886159288,2.708846363760662,3.090986455379711,2.7188260470882692,3.0688944618450154,3.0102274601563805,3.5518713283089043,4.985605428563736,3.0775867579337026,3.7698923659704455
86,3.740924977541236,4.084574825260795,4.366842061069506,4.124105732053994,4.478975007569133,4.2039522740892314,2.9581563685530785,4.420360315576677,4.544056035523038,4.1224596361447166,3.350943150506307,3.528541270500626,4.610875342160126,3.498220676582248,3.815284479588672,3.7011774470977,3.30324205667357,3.9685194347965247,3.9842044403098114,2.9922268380720363,3.9030350027174676,3.4537433156122166,3.1416490377490667,3.936846708623274,4.0262658727745295,4.28628100154204,3.7921700896477866,4.599989757234282,3.988737714768893,3.2674482889341965,1.0310644342368327,3.0018492250231574,3.001452473945537,4.97766588985233
87,2.955936425776902,3.2418976501194763,3.4954368071668833,2.8280158719473616,3.9588323712644797,3.133186699298341,3.8026249054475425,3.1928178117642245,3.339461441428121,3.916819241802151,2.7823315255117755,2.6803703511289085,3.0594333209381386,2.851630191360794,2.722402636991103,2.8985184473110452,1.5018890624085,1.978069518235873,2.0291145422330246,3.969124894742243,4.9840531282954705,3.2289927843677186,2.8546314738102754,4.069816434828178,2.516587582729411,3.0064774880001144,3.5411872346404105,3.120992869278107,2.0397139235460777,2.9993127295321798,1.0237832832350864,3.9954831168301435,2.9874100429154304,3.9747445773728467
88,3.706850750262705,3.5124811105336198,3.4304176061933407,2.2798274298524284,3.807064860753153,3.8759861787516385,1.9820744106344257,3.6107940758578354,3.2027411335068114,3.5682519145783678,2.7645852662308945,3.6020187436242885,4.234005207418246,4.619410380926861,3.093931218460305,3.7942145386748694,2.4788416546000684,3.4203000039802416,3.76978749576285,4.00969072688461,4.979050986912888,4.106958933621654,3.4502855189782298,3.4633149291244534,3.883640339760227,3.1744165275312937,3.2168363846340906,2.7871853164445035,3.98346809851236,3.4683337715780067,4.974547927453218,4.991854024811504,4.000934783924976,4.159903881962239
89,3.9777267789830884,3.4149347902487293,3.523394642761318,2.3386002303503566,4.046179639420637,3.7296185736526173,2.778664223985517,3.5060808527331315,3.164758022440067,4.104098522470582,2.4849898592651343,3.3230620195335745,3.1686141100622245,3.7638147307799517,3.293576395965024,2.9076353385099765,2.2526729793864657,2.645787833986504,2.8424554364016577,4.981739130283233,4.980497009457109,4.260736519851459,2.978310720063163,3.996922471521733,3.174343874794104,2.6592271341959246,4.019041323344999,2.2763992291259005,3.006350775448967,3.777097844049541,3.993307845400294,4.986608085276017,4.974867538659034,2.0245993479658293
90,3.1423134144222775,2.4273986581865854,3.171874590308986,2.087400850562859,3.269890159281442,2.8420189751927905,1.8172742326617493,3.1487878716270443,2.7993641080883296,2.8291845779248854,1.7622340306379352,2.7738934215109583,2.789363126168611,2.7083352819003426,2.9172793984665173,2.9532929716566696,2.3240873567626696,2.269161916081295,2.457481651691299,2.004893565352996,2.9885343408626635,3.155061243040678,2.6251621224569246,2.999212314930153,3.09957275397813,2.4606729868021207,2.8863171087083583,2.500588230307703,3.967963919895156,2.341979346592556,1.0146667665689397,2.9953252889142132,3.9821219008559137,2.007617605444077
91,3.5868016477835307,2.893925843040232,3.136858922748061,1.9890448998574546,3.644653365952477,3.468510212044889,2.0993160885876128,3.159102079393211,2.9535798811826566,3.587488039948926,1.9818964594555377,3.1971299396825175,2.986428909364842,3.2728088298582048,3.2061360790166002,2.8378416302279827,2.5680387940277747,2.6398439510516236,2.9929741366843334,3.995463888885574,3.4596183474362094,3.92306450942846,2.7690849127348316,3.3467949339774075,2.9023844386060165,2.3885363967599624,3.205906711968,2.146114923689459,3.357717507775967,3.9874914105630204,3.988237398024681,3.9904759075015495,4.971767925829413,2.014889730285589
92,2.4164797793974704,3.315157192111442,2.9676821050826763,2.777754292331915,3.1428237892879904,2.7968466427354253,3.0318631757951744,2.97758163613755,2.892880543638744,3.037107560406283,2.9631854386248975,2.111886680050027,3.481456344547753,2.7313500689200434,2.1226336606498317,2.8702994607700565,1.1300955395943324,1.7957845374835195,2.5612363894267247,2.994467676876476,4.969625727118478,2.3228421626564444,2.979229710460547,3.2456115039778948,2.61516363542149,3.144755907049905,2.8655511862560243,2.984994974275531,1.6338279897306014,2.0717121303054378,1.016041454742782,3.9911854015347417,1.0213454659554257,4.974208184393257
93,3.028088517028305,2.9380764218633524,3.2739499768923834,2.582070379377167,3.962594481744805,3.1136662747972,2.5150012987519075,3.1555418565324653,3.1840036380379235,3.520647593638215,2.5102859548780287,2.7668539834773145,3.146179110756962,3.2587007750931423,2.5481625692144205,3.2103558244329493,1.7486885021630383,2.7743084781760228,2.66617667587324,2.015519816727971,3.9848950440024073,2.9286568767135095,2.012858115612765,3.346472807885317,3.3145682957803966,3.0476352226474877,2.819203943594977,2.9536846284245373,2.386034936508553,2.982950738774979,2.2903804669807917,2.9307123279911176,3.981163118638509,3.9810758078163317
94,2.3276925985237518,2.443239366683052,1.9827904433581984,1.6346410646170697,2.0163923480289454,2.846717699781867,1.4943439473485545,2.3293504661775497,1.9081385167410556,2.1281366111114455,2.1471150297625408,2.2136627029444256,3.3480243398807583,3.5169415759047933,1.5692693271844296,2.543421209302277,2.0719289783750847,1.9634322150550738,3.2737785522251097,3.989720125757677,3.5878604634543825,3.1207990503310366,3.088274739481835,2.250844818878407,1.9397053834690414,1.8672955761791732,1.7877654136664567,1.6634347407555667,2.296289603674583,2.013868110300214,4.969829766164028,4.979167089678553,2.0128458500835276,3.989457226659847
95,3.9035471558782295,3.777442305336107,3.005342369791604,2.605608104465619,3.606256703308303,4.2236472888878644,2.708878288014695,3.661066953723471,3.4988437374011396,3.8259790089953487,2.5073144383914028,3.6288353237068747,3.901418538497449,2.9520807672877365,3.92342168846314,3.3908433917690246,3.167076576357724,3.0377310739076,3.6243957227709878,4.991008240544753,3.022849328653299,4.964690743388428,3.9693075302091065,3.828052412887402,2.6416580232508533,2.9230444842760215,3.3434663147918915,2.7607576404482868,4.065475865347619,4.977655276430593,3.997257322185878,4.984449202484546,4.000807905922918,3.0028956455232243
96,1.1579909188921231,1.3770746484485086,1.3565406347780111,1.7315705547202147,1.2167814331376703,1.723341725400274,1.5984121008938612,1.6500120554560196,1.507102052865665,1.0996854081114165,1.4166451179150292,0.9222486430646959,2.2458401583589294,1.1647463781130198,0.8833130370381337,1.9316702778669161,1.9071088936480052,0.453439443938504,2.489492293915497,1.254006500750458,1.0279701434080362,1.6755353399496427,2.4692003067087747,1.5236475051402647,0.6318330690368292,1.3305938258890084,0.5955694515383654,1.6628450303962519,1.47893216697398,0.9974153587733325,1.0074296437586363,2.976925580357089,1.0044831691254226,3.9632631892781736
